NO,NAMAUPT,GARDU INDUK,BAY_PENGHANTAR,MERK,TIPE,TGL_OPRS,THN_BUAT,USIA,FASA,MERK BUSHING,TYPE BUSHING,NO SERI,JENIS BUSHING ,LEVEL MINYAK,HASIL THERMOVISI,KONDISI FISIK,Nilai Tadel,HASIL UJI TANDEL,KONDISI CENTER TAP,KETERANGAN,
496,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,8-Sep-2003,1997,22,TV.2,HAEFELLY TRECH,18 2028/72.5/42,96 C 6978,OIP,,,,,GOOD,,,
497,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,8-Sep-2003,1997,22,H.S,HSP,ETFt 1800-550 B-E3 B Spez,N424511,RIP,,,,,,,,
498,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,8-Sep-2003,1997,22,L.S,HSP,ETFt 750-170-2500 E3 Spez,N4241596,RIP,,,,,,,,
499,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,8-Sep-2003,1997,22,TV.1,HSP,ETFt 325-73-2500 E3 Spez,N4241909,RIP,,,,,,,,
500,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,8-Sep-2003,1997,22,TV.2,HSP,ETFt 325-73-2500 E3 Spez,,RIP,,,,,,,,
501,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),CG PAUWELS,EORF.167/680,30-Mar-2020,2015,6,H.T,ASEA,LF 120 001-A,168742,OIP,,,,,GOOD,,,
502,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),CG PAUWELS,EORF.167/680,30-Mar-2020,2015,6,L.T,TRENCH,COT 750-3150,17C4776,OIP,,,,,GOOD,,,
503,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),CG PAUWELS,EORF.167/680,30-Mar-2020,2015,6,TV.1,TRENCH,COT 325-1250/0020931/1,10 B 3769,OIP,,,,,GOOD,,,
504,UPT SALATIGA,GITET 500KV PEDAN,IBT#2 500/150kV (HV),CG PAUWELS,EORF.167/680,30-Mar-2020,2015,6,TV.2,TRENCH,COT 325-1250/0020931/1,,OIP,,,,,GOOD,,,
505,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,H.R,TRENCH (CHINA),BRDLW-550/1250-4,,OIP,,,,,GOOD,,,
506,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,L.R,TRENCH (CHINA),BRDLW-170/2000-4,,OIP,,,,,GOOD,,,
507,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,TV.1,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
508,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,TV.2,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
509,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,H.S,TRENCH (CHINA),BRDLW-550/1250-4,,OIP,,,,,GOOD,,,
510,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,L.S,TRENCH (CHINA),BRDLW-170/2000-4,,OIP,,,,,GOOD,,,
511,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,TV.1,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
512,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,TV.2,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
513,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,H.T,TRENCH (CHINA),BRDLW-550/1250-4,,OIP,,,,,GOOD,,,
514,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,L.T,TRENCH (CHINA),BRDLW-170/2000-4,,OIP,,,,,GOOD,,,
515,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,TV.1,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
516,UPT SALATIGA,GITET 500KV PEDAN,IBT#4 500/150kV (HV),ALSTOM,DFSZ-166667/500,17-Jul-2018,2015,8,TV.2,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
517,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,H.R,TRENCH (CHINA),BRDLW-550/1250-4,,OIP,,,,,GOOD,,,
518,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,L.R,TRENCH (CHINA),BRDLW-170/2000-4,,OIP,,,,,GOOD,,,
519,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,TV.1,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
520,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,TV.2,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
521,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,H.S,TRENCH (CHINA),BRDLW-550/1250-4,,OIP,,,,,GOOD,,,
522,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,L.S,TRENCH (CHINA),BRDLW-170/2000-4,,OIP,,,,,GOOD,,,
523,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,TV.1,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
524,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,TV.2,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
525,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,H.T,TRENCH (CHINA),BRDLW-550/1250-4,,OIP,,,,,GOOD,,,
526,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,L.T,TRENCH (CHINA),BRDLW-170/2000-4,,OIP,,,,,GOOD,,,
527,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,TV.1,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
528,UPT SALATIGA,GITET 500KV PEDAN,IBT#3 500/150kV (HV),ALSTOM,DFSZ-166667/500,18-Jul-2018,2015,8,TV.2,TRENCH (CHINA),BRDLW-72.5/1250-4,,OIP,,,,,GOOD,,,
529,UPT SEMARANG,GI 150KV BLORA,TRF#2 150/22kV,UNINDO,TTUB150/30000,27-Okt-2009,1987,16,R,PASSONI VILLA,,HH03039526,OIP,,,,,GOOD,,,
530,UPT SEMARANG,GI 150KV BLORA,TRF#2 150/22kV,UNINDO,TTUB150/30000,27-Okt-2009,1987,16,S,PASSONI VILLA,,HH03039527,OIP,,,,,GOOD,,,
531,UPT SEMARANG,GI 150KV BLORA,TRF#2 150/22kV,UNINDO,TTUB150/30000,27-Okt-2009,1987,16,T,PASSONI VILLA,,HH03039528,OIP,,,,,GOOD,,,
532,UPT SEMARANG,GI 150KV BLORA,TRF#1 150/20kV,UNINDO,MPT,3-Mar-2016,2014,10,R,,,,OIP,,,,,GOOD,,,
533,UPT SEMARANG,GI 150KV BLORA,TRF#1 150/20kV,UNINDO,MPT,3-Mar-2016,2014,10,S,,,,OIP,,,,,GOOD,,,
534,UPT SEMARANG,GI 150KV BLORA,TRF#1 150/20kV,UNINDO,MPT,3-Mar-2016,2014,10,T,,,,OIP,,,,,GOOD,,,
535,UPT SEMARANG,GI 150KV BUMI SEMARANG BARU,TRF#2 150/20kV,SHANDONG TAIKAI,SFZ11-60000,22-Sep-2012,2012,13,R,PASSONI VILLA,PN0170.750.800,110816,OIP,,,,,GOOD,,,
536,UPT SEMARANG,GI 150KV BUMI SEMARANG BARU,TRF#2 150/20kV,SHANDONG TAIKAI,SFZ11-60000,22-Sep-2012,2012,13,S,PASSONI VILLA,PN0170.750.800,110942,OIP,,,,,GOOD,,,
537,UPT SEMARANG,GI 150KV BUMI SEMARANG BARU,TRF#2 150/20kV,SHANDONG TAIKAI,SFZ11-60000,22-Sep-2012,2012,13,T,PASSONI VILLA,PN0170.750.800,110814,OIP,,,,,GOOD,,,
538,UPT SEMARANG,GI 150KV BUMI SEMARANG BARU,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,12-Mei-2024,2016,2,R,HSP,STARIP 170-1250,N5250324,RIP,,,,,,,,
539,UPT SEMARANG,GI 150KV BUMI SEMARANG BARU,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,12-Mei-2024,2016,2,S,HSP,STARIP 170-1250,N5250185,RIP,,,,,,,,
540,UPT SEMARANG,GI 150KV BUMI SEMARANG BARU,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,12-Mei-2024,2016,2,T,HSP,STARIP 170-1250,N5250319,RIP,,,,,,,,
541,UPT SEMARANG,GI 150KV CEPU,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,25-Jun-2016,2015,10,R,ABB,RTF 170-750/1250 B,1ZCD11106184,RIP,,,,,,,,
542,UPT SEMARANG,GI 150KV CEPU,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,25-Jun-2016,2015,10,S,ABB,RTF 170-750/1250 B,1ZCD11106183,RIP,,,,,,,,
543,UPT SEMARANG,GI 150KV CEPU,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,25-Jun-2016,2015,10,T,ABB,RTF 170-750/1250 B,1ZCD11106190,RIP,,,,,,,,
544,UPT SEMARANG,GI 150KV CEPU,TRF#2 150/20kV,XIAN,SFZ.20000,16-Jan-2025,1995,1,R,,,,OIP,,,,,GOOD,,,
545,UPT SEMARANG,GI 150KV CEPU,TRF#2 150/20kV,XIAN,SFZ.20000,16-Jan-2025,1995,1,S,,,,OIP,,,,,GOOD,,,
546,UPT SEMARANG,GI 150KV CEPU,TRF#2 150/20kV,XIAN,SFZ.20000,16-Jan-2025,1995,1,T,,,,OIP,,,,,GOOD,,,
547,UPT SEMARANG,GI 150KV JEKULO,TRF#1 150/20kV,ELIN,SFZ-60000/150,28-Jun-2010,2006,16,R,HAEFELY TRENCH,COT 750-800,60014,OIP,,,,,GOOD,,,
548,UPT SEMARANG,GI 150KV JEKULO,TRF#1 150/20kV,ELIN,SFZ-60000/150,28-Jun-2010,2006,16,S,HAEFELY TRENCH,COT 750-800,60011,OIP,,,,,GOOD,,,
549,UPT SEMARANG,GI 150KV JEKULO,TRF#1 150/20kV,ELIN,SFZ-60000/150,28-Jun-2010,2006,16,T,HAEFELY TRENCH,COT 750-800,60007,OIP,,,,,GOOD,,,
550,UPT SEMARANG,GI 150KV JEKULO,TRF#2 150/22kV,B&D TRANSFORMER,PX-001-FOHB,10-Nov-2017,2017,8,R,ABB,RTF 170-750/1250 B,IZCD11488418,RIP,,,,,,,,
551,UPT SEMARANG,GI 150KV JEKULO,TRF#2 150/22kV,B&D TRANSFORMER,PX-001-FOHB,10-Nov-2017,2017,8,S,ABB,RTF 170-750/1250 B,IZCD11488417,RIP,,,,,,,,
552,UPT SEMARANG,GI 150KV JEKULO,TRF#2 150/22kV,B&D TRANSFORMER,PX-001-FOHB,10-Nov-2017,2017,8,T,ABB,RTF 170-750/1250 B,IZCD11488416,RIP,,,,,,,,
553,UPT SEMARANG,GI 150KV JEKULO,TRF#3 150/22kV,UNINDO,SFZ-60000/150,17-Apr-2026,2017,0,R,,,,,,,,,,,,
554,UPT SEMARANG,GI 150KV JEKULO,TRF#3 150/22kV,UNINDO,SFZ-60000/150,17-Apr-2026,2017,0,S,,,,,,,,,,,,
555,UPT SEMARANG,GI 150KV JEKULO,TRF#3 150/22kV,UNINDO,SFZ-60000/150,17-Apr-2026,2017,0,T,,,,,,,,,,,,
556,UPT SEMARANG,GI 150KV JEPARA,TRF#2 150/20kV,UNINDO,POWER TRANSFORMER,26-Okt-2013,2013,12,R,,,,RIP,,,,,,,,
557,UPT SEMARANG,GI 150KV JEPARA,TRF#2 150/20kV,UNINDO,POWER TRANSFORMER,26-Okt-2013,2013,12,S,,,,RIP,,,,,,,,
558,UPT SEMARANG,GI 150KV JEPARA,TRF#2 150/20kV,UNINDO,POWER TRANSFORMER,26-Okt-2013,2013,12,T,,,,RIP,,,,,,,,
559,UPT SEMARANG,GI 150KV JEPARA,TRF MOBILE 150/20kV,CG PAUWELS,ORF.30/275,22-Jul-2022,2012,4,R,HSP,,,RIP,,,,,,,,
560,UPT SEMARANG,GI 150KV JEPARA,TRF MOBILE 150/20kV,CG PAUWELS,ORF.30/275,22-Jul-2022,2012,4,S,HSP,,,RIP,,,,,,,,
561,UPT SEMARANG,GI 150KV JEPARA,TRF MOBILE 150/20kV,CG PAUWELS,ORF.30/275,22-Jul-2022,2012,4,T,HSP,,,RIP,,,,,,,,
562,UPT SEMARANG,GI 150KV JEPARA,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,18-Mar-2018,2017,8,R,,,,RIP,,,,,,,,
563,UPT SEMARANG,GI 150KV JEPARA,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,18-Mar-2018,2017,8,S,,,,RIP,,,,,,,,
564,UPT SEMARANG,GI 150KV JEPARA,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,18-Mar-2018,2017,8,T,,,,RIP,,,,,,,,
565,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#1 150/20kV,ABB,TPDA.77650/60000,24-Mar-1994,1993,32,R,ABB,GOB 750,220150,OIP,,,,,GOOD,,,
566,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#1 150/20kV,ABB,TPDA.77650/60000,24-Mar-1994,1993,32,S,ABB,GOB 750,224386,OIP,,,,,GOOD,,,
567,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#1 150/20kV,ABB,TPDA.77650/60000,24-Mar-1994,1993,32,T,ABB,GOB 750,224385,OIP,,,,,GOOD,,,
568,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,15-Apr-2015,2014,11,R,HSP,STARIP 170-1250,N4 236769,RIP,,,,,,,,
569,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,15-Apr-2015,2014,11,S,HSP,STARIP 170-1250,N4 236770,RIP,,,,,,,,
570,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,15-Apr-2015,2014,11,T,HSP,STARIP 170-1250,N4 236771,RIP,,,,,,,,
571,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#MOBILE 150/20kV,ABB,POWER TRANSFORMER,18-Mei-2025,1996,1,R,ABB,GOB 750,240912,OIP,,,,,GOOD,,,
572,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#MOBILE 150/20kV,ABB,POWER TRANSFORMER,18-Mei-2025,1996,1,S,ABB,GOB 750,240914,OIP,,,,,GOOD,,,
573,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#MOBILE 150/20kV,ABB,POWER TRANSFORMER,18-Mei-2025,1996,1,T,ABB,GOB 750,240913,OIP,,,,,GOOD,,,
574,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#3 150/20kV,B&D TRANSFORMER,PX-081-FO1B,31-Agu-2025,2025,0,R,HSP,STARIP 170-1250,320603,RIP,,,,,,,,
575,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#3 150/20kV,B&D TRANSFORMER,PX-081-FO1B,31-Agu-2025,2025,0,S,HSP,STARIP 170-1250,320603,RIP,,,,,,,,
576,UPT SEMARANG,GI 150KV KALIWUNGU,TRF#3 150/20kV,B&D TRANSFORMER,PX-081-FO1B,31-Agu-2025,2025,0,T,HSP,STARIP 170-1250,320603,RIP,,,,,,,,
577,UPT SEMARANG,GI 150KV KEDUNGOMBO,TRF#1 150/22kV,B&D TRANSFORMER,PX-001-FOHB,21-Des-2017,2017,8,R,,,,RIP,,,,,,,,
578,UPT SEMARANG,GI 150KV KEDUNGOMBO,TRF#1 150/22kV,B&D TRANSFORMER,PX-001-FOHB,21-Des-2017,2017,8,S,,,,RIP,,,,,,,,
579,UPT SEMARANG,GI 150KV KEDUNGOMBO,TRF#1 150/22kV,B&D TRANSFORMER,PX-001-FOHB,21-Des-2017,2017,8,T,,,,RIP,,,,,,,,
580,UPT SEMARANG,GI 150KV KRAPYAK,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,1-Sep-2016,2016,9,R,,,,RIP,,,,,,,,
581,UPT SEMARANG,GI 150KV KRAPYAK,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,1-Sep-2016,2016,9,S,,,,RIP,,,,,,,,
582,UPT SEMARANG,GI 150KV KRAPYAK,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,1-Sep-2016,2016,9,T,,,,RIP,,,,,,,,
583,UPT SEMARANG,GI 150KV KRAPYAK,TRF#3 150/20kV,UNINDO,MPT,23-Apr-2016,2014,10,R,,,,OIP,,,,,GOOD,,,
584,UPT SEMARANG,GI 150KV KRAPYAK,TRF#3 150/20kV,UNINDO,MPT,23-Apr-2016,2014,10,S,,,,OIP,,,,GOOD,GOOD,,,
585,UPT SEMARANG,GI 150KV KRAPYAK,TRF#3 150/20kV,UNINDO,MPT,23-Apr-2016,2014,10,T,,,,OIP,,,,,GOOD,,,
586,UPT SEMARANG,GI 150KV KRAPYAK,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,9-Jun-2016,2015,10,R,,,,RIP,,,,,,,,
587,UPT SEMARANG,GI 150KV KRAPYAK,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,9-Jun-2016,2015,10,S,,,,RIP,,,,,,,,
588,UPT SEMARANG,GI 150KV KRAPYAK,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,9-Jun-2016,2015,10,T,,,,RIP,,,,,,,,
589,UPT SEMARANG,GI 150KV KUDUS,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,4-Jul-2014,2012,12,R,HSP,STARIP 170-1250,,RIP,,,,,,,,
590,UPT SEMARANG,GI 150KV KUDUS,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,4-Jul-2014,2012,12,S,HSP,STARIP 170-1250,,RIP,,,,,,,,
591,UPT SEMARANG,GI 150KV KUDUS,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,4-Jul-2014,2012,12,T,HSP,STARIP 170-1250,,RIP,,,,,,,,
592,UPT SEMARANG,GI 150KV KUDUS,TRF MOBILE,CG PAUWELS,ORF.30/275,22-Sep-2021,2014,4,R,,,,RIP,,,,,,,,
593,UPT SEMARANG,GI 150KV KUDUS,TRF MOBILE,CG PAUWELS,ORF.30/275,22-Sep-2021,2014,4,S,,,,RIP,,,,,,,,
594,UPT SEMARANG,GI 150KV KUDUS,TRF MOBILE,CG PAUWELS,ORF.30/275,22-Sep-2021,2014,4,T,,,,RIP,,,,,,,,
595,UPT SEMARANG,GI 150KV KUDUS,TRF#3 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,8-Sep-2016,2016,9,R,HSP,STARIP 170-1250,,RIP,,,,,,,,
596,UPT SEMARANG,GI 150KV KUDUS,TRF#3 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,8-Sep-2016,2016,9,S,HSP,STARIP 170-1250,,RIP,,,,,,,,
597,UPT SEMARANG,GI 150KV KUDUS,TRF#3 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,8-Sep-2016,2016,9,T,HSP,STARIP 170-1250,,RIP,,,,,,,,
598,UPT SEMARANG,GI 150KV KUDUS,TRF#2 150/20kV,B&D TRANSFORMER,PX-070-FOMB,1-Okt-2021,2020,4,R,HSP,STARIP 170-1250,276830,RIP,,,,,,,,
599,UPT SEMARANG,GI 150KV KUDUS,TRF#2 150/20kV,B&D TRANSFORMER,PX-070-FOMB,1-Okt-2021,2020,4,S,HSP,STARIP 170-1250,,RIP,,,,,,,,
600,UPT SEMARANG,GI 150KV KUDUS,TRF#2 150/20kV,B&D TRANSFORMER,PX-070-FOMB,1-Okt-2021,2020,4,T,HSP,STARIP 170-1250,,RIP,,,,,,,,
601,UPT SEMARANG,GI 150KV MRANGGEN,TRF#1 150/20kV,ELIN,SFZ-60000/150,5-Des-2008,2006,17,R,HAEFELY TRENCH,COT 750-800,60008,OIP,,,,,GOOD,,,
602,UPT SEMARANG,GI 150KV MRANGGEN,TRF#1 150/20kV,ELIN,SFZ-60000/150,5-Des-2008,2006,17,S,HAEFELY TRENCH,COT 750-800,60015,OIP,,,,,GOOD,,,
603,UPT SEMARANG,GI 150KV MRANGGEN,TRF#1 150/20kV,ELIN,SFZ-60000/150,5-Des-2008,2006,17,T,HAEFELY TRENCH,COT 750-800,60012,OIP,,,,,GOOD,,,
604,UPT SEMARANG,GI 150KV MRANGGEN,TRF#2 150/20kV,CG PAUWELS,ORF.60/325,31-Agu-2017,2016,8,R,HSP,STARIP 170-1250,N5 250188,RIP,,,,,,,,
605,UPT SEMARANG,GI 150KV MRANGGEN,TRF#2 150/20kV,CG PAUWELS,ORF.60/325,31-Agu-2017,2016,8,S,HSP,STARIP 170-1250,N5 250189,RIP,,,,,,,,
606,UPT SEMARANG,GI 150KV MRANGGEN,TRF#2 150/20kV,CG PAUWELS,ORF.60/325,31-Agu-2017,2016,8,T,HSP,STARIP 170-1250,N5 250190,RIP,,,,,,,,
607,UPT SEMARANG,GI 150KV PANDEANLAMPER,TRF#3 150/20kV,XIAN,SFZ-60000/150,28-Mar-1996,1995,30,R,HAEFELY,COT 650-800,N1043,OIP,,,,,GOOD,,,
608,UPT SEMARANG,GI 150KV PANDEANLAMPER,TRF#3 150/20kV,XIAN,SFZ-60000/150,28-Mar-1996,1995,30,S,HAEFELY,COT 650-800,N1045,OIP,,,,,GOOD,,,
609,UPT SEMARANG,GI 150KV PANDEANLAMPER,TRF#3 150/20kV,XIAN,SFZ-60000/150,28-Mar-1996,1995,30,T,HAEFELY,COT 650-800,N1043,OIP,,,,,GOOD,,,
610,UPT SEMARANG,GI 150KV PANDEANLAMPER,TRF#2 150/20kV,UNINDO,MPT,10-Jan-2016,2014,10,R,,,,,,,,,,,,
611,UPT SEMARANG,GI 150KV PANDEANLAMPER,TRF#2 150/20kV,UNINDO,MPT,10-Jan-2016,2014,10,S,,,,,,,,,,,,
612,UPT SEMARANG,GI 150KV PANDEANLAMPER,TRF#2 150/20kV,UNINDO,MPT,10-Jan-2016,2014,10,T,,,,,,,,,,,,
613,UPT SEMARANG,GI 150KV PANDEANLAMPER,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,13-Mar-2018,2016,8,R,,,,,,,,,,,,
614,UPT SEMARANG,GI 150KV PANDEANLAMPER,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,13-Mar-2018,2016,8,S,,,,,,,,,,,,
615,UPT SEMARANG,GI 150KV PANDEANLAMPER,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,13-Mar-2018,2016,8,T,,,,,,,,,,,,
616,UPT SEMARANG,GI 150KV PATI,TRF MOBILE 150/20kV,CG PAUWELS,ORF.30/275,15-Okt-2023,2012,2,,,,,,,,,,,,,
617,UPT SEMARANG,GI 150KV PATI,TRF MOBILE 150/20kV,CG PAUWELS,ORF.30/275,15-Okt-2023,2012,2,,,,,,,,,,,,,
618,UPT SEMARANG,GI 150KV PATI,TRF MOBILE 150/20kV,CG PAUWELS,ORF.30/275,15-Okt-2023,2012,2,,,,,,,,,,,,,
619,UPT SEMARANG,GI 150KV PATI,TRF#1 150/20kV,UNINDO,MPT,28-Jun-2016,2014,10,,,,,,,,,,,,,
620,UPT SEMARANG,GI 150KV PATI,TRF#1 150/20kV,UNINDO,MPT,28-Jun-2016,2014,10,,,,,,,,,,,,,
621,UPT SEMARANG,GI 150KV PATI,TRF#1 150/20kV,UNINDO,MPT,28-Jun-2016,2014,10,,,,,,,,,,,,,
622,UPT SEMARANG,GI 150KV PATI,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,1-Nov-2017,2017,8,,,,,,,,,,,,,
623,UPT SEMARANG,GI 150KV PATI,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,1-Nov-2017,2017,8,,,,,,,,,,,,,
624,UPT SEMARANG,GI 150KV PATI,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,1-Nov-2017,2017,8,,,,,,,,,,,,,
625,UPT SEMARANG,GI 150KV PATI,TRF#3 150/20kV,B&D TRANSFORMER,PX-330-FO1B,31-Mei-2026,2025,0,,,,,,,,,,,,,
626,UPT SEMARANG,GI 150KV PATI,TRF#3 150/20kV,B&D TRANSFORMER,PX-330-FO1B,31-Mei-2026,2025,0,,,,,,,,,,,,,
627,UPT SEMARANG,GI 150KV PATI,TRF#3 150/20kV,B&D TRANSFORMER,PX-330-FO1B,31-Mei-2026,2025,0,,,,,,,,,,,,,
628,UPT SEMARANG,GI 150KV PLTU REMBANG (SLUKE),TRF#1 150/20kV,CG PAUWELS,ORF.60/325,15-Sep-2018,2016,7,,,,,,,,,,,,,
629,UPT SEMARANG,GI 150KV PLTU REMBANG (SLUKE),TRF#1 150/20kV,CG PAUWELS,ORF.60/325,15-Sep-2018,2016,7,,,,,,,,,,,,,
630,UPT SEMARANG,GI 150KV PLTU REMBANG (SLUKE),TRF#1 150/20kV,CG PAUWELS,ORF.60/325,15-Sep-2018,2016,7,,,,,,,,,,,,,
631,UPT SEMARANG,GI 150KV PURWODADI,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,29-Okt-2011,2011,14,,,,,,,,,,,,,
632,UPT SEMARANG,GI 150KV PURWODADI,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,29-Okt-2011,2011,14,,,,,,,,,,,,,
633,UPT SEMARANG,GI 150KV PURWODADI,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,29-Okt-2011,2011,14,,,,,,,,,,,,,
634,UPT SEMARANG,GI 150KV PURWODADI,TRF#3 150/20kV,PAUWELS TRAFO ASIA,ORF.30/275,31-Okt-2003,2000,22,,,,,,,,,,,,,
